1.230369,1.551634,-1.320650,0.255645
0.713421,2.738494,1.573809,1.946125
-0.099028,-0.411656,-1.858873,0.397401
0.273192,-1.061132,-1.300140,-0.277587
0.026619,-0.057100,-1.657633,-0.561296
2.540642,0.297521,0.725391,0.632276
-0.027229,-2.530301,-0.608238,-1.572184
0.248917,2.506291,-0.957310,0.549904
0.330840,-0.224375,0.335105,1.324896
1.611467,-0.868821,-2.992493,-0.055189
-3.056130,-0.151576,-0.831907,-1.865364
-0.521822,1.862830,0.290609,-1.396258
0.632143,1.053531,1.239328,0.195061
-0.540071,-1.448062,-1.009843,-0.414273
-0.912318,-0.742638,-0.817664,-0.393256
0.278567,0.355978,-1.752653,0.617584
1.072460,1.191580,1.894626,-1.055373
0.845660,-0.483421,-1.304395,0.889894
2.180514,-1.047559,0.365214,-0.269363
-2.183440,0.359325,0.278245,-2.205392
-2.188356,-0.866920,-1.161927,-0.976092
1.597803,1.231280,-1.618945,-0.192617
1.529115,-0.254406,-1.491412,-0.886223
1.483178,0.661682,-1.277845,1.068752
2.874093,0.193820,1.788043,1.526745
2.484279,-1.120468,2.084859,0.861847
-3.115348,0.199068,-0.905530,0.494917
-0.256909,-0.384872,0.278356,1.790442
1.854016,-0.638856,-0.286604,-0.057651
-3.698010,0.402692,-2.277826,-0.829038
0.753068,-0.102615,-2.096953,-0.136198
1.531199,0.288585,1.251289,-0.580416
-2.876614,0.631338,0.647910,-0.341777
1.008443,-1.622836,-0.291691,-0.032221
-0.975189,-2.378552,0.093580,0.149694
1.240842,-1.277645,-0.820101,-1.426132
1.753395,1.538078,-0.305641,-0.994858
-0.837215,-2.354596,-1.935527,-0.546047
0.594079,-1.860660,0.163174,-0.166517
2.412182,-1.388747,0.730539,-1.459467
2.757790,2.291503,0.833613,-0.108568
-2.923289,1.393594,-1.333691,1.487045
1.138636,0.189334,-0.856022,-0.055166
-3.220112,-0.098211,-1.081119,-0.475500
0.665120,-0.852439,-1.489994,0.984960
0.886927,-0.228785,0.480046,-1.020819
0.305947,-1.303257,-0.929587,-0.121042
-0.171979,-0.641668,0.951693,1.077556
-1.190279,2.243206,-0.602650,2.626461
-2.810445,-0.736411,0.226043,-0.487208
0.704787,-0.319407,-0.703161,2.059398
-1.483413,-0.518847,2.943648,-1.732469
-2.643752,0.226953,1.158797,-0.189798
1.031019,-1.612078,0.007016,0.380408
-3.719417,0.739843,-2.421423,-2.173860
-1.781873,1.807386,-0.873161,2.269011
-1.090895,0.508218,-0.779613,-0.909913
0.652359,1.130545,2.252285,1.069048
-1.417861,-0.078426,0.523427,1.001080
